Time,Name,Direction,FarEndPoint,StartPoint,EndPoint,EstTime
07:41,AYE,1,TUAS CHECKPOINT,NORTH BUONA VISTA RD,CLEMENTI RD,3
07:41,AYE,1,TUAS CHECKPOINT,CLEMENTI RD,WEST COAST RD,4
07:41,AYE,2,CITY,CLEMENTI AVE 6,CLEMENTI AVE 2,3
07:41,AYE,2,CITY,PORTSDOWN RD,ALEXANDRA RD,2
07:41,AYE,2,CITY,ALEXANDRA RD,LOWER DELTA RD,4
07:47,AYE,1,TUAS CHECKPOINT,NORTH BUONA VISTA RD,CLEMENTI RD,4
07:47,AYE,1,TUAS CHECKPOINT,JURONG TOWN HALL RD,PENJURU RD,3
07:47,AYE,1,TUAS CHECKPOINT,PENJURU RD,JURONG PORT RD,4
07:53,AYE,1,TUAS CHECKPOINT,NORMANTON PARK,NORTH BUONA VISTA RD,4
07:53,AYE,1,TUAS CHECKPOINT,NORTH BUONA VISTA RD,CLEMENTI RD,7
07:53,AYE,1,TUAS CHECKPOINT,CLEMENTI RD,WEST COAST RD,3
07:59,AYE,1,TUAS CHECKPOINT,NORMANTON PARK,NORTH BUONA VISTA RD,5
07:59,AYE,1,TUAS CHECKPOINT,NORTH BUONA VISTA RD,CLEMENTI RD,6
08:05,AYE,1,TUAS CHECKPOINT,LOWER DELTA RD,NORMANTON PARK,8
08:11,AYE,1,TUAS CHECKPOINT,NORTH BUONA VISTA RD,CLEMENTI RD,5
08:11,CTE,1,SLE/CTE INTERCHANGE,AYE/CTE INTERCHANGE,OUTRAM RD,2
08:17,AYE,1,TUAS CHECKPOINT,NORMANTON PARK,NORTH BUONA VISTA RD,3
08:23,AYE,2,CITY,JURONG TOWN HALL RD,CLEMENTI AVE 6,4
08:29,AYE,2,CITY,JURONG TOWN HALL RD,CLEMENTI AVE 6,6
08:35,AYE,2,CITY,JURONG TOWN HALL RD,CLEMENTI AVE 6,8
08:41,AYE,2,CITY,YUAN CHING RD,JURONG TOWN HALL RD,5
08:41,AYE,2,CITY,JURONG TOWN HALL RD,CLEMENTI AVE 6,9
08:48,AYE,2,CITY,YUAN CHING RD,JURONG TOWN HALL RD,8
08:48,AYE,2,CITY,JURONG TOWN HALL RD,CLEMENTI AVE 6,11
08:54,AYE,2,CITY,JURONG TOWN HALL RD,CLEMENTI AVE 6,12
09:06,AYE,2,CITY,YUAN CHING RD,JURONG TOWN HALL RD,7
09:24,AYE,2,CITY,JURONG TOWN HALL RD,CLEMENTI AVE 6,5
15:13,AYE,2,CITY,ALEXANDRA RD,LOWER DELTA RD,5
15:19,AYE,2,CITY,ALEXANDRA RD,LOWER DELTA RD,6
15:25,AYE,2,CITY,ALEXANDRA RD,LOWER DELTA RD,7
15:43,AYE,2,CITY,ALEXANDRA RD,LOWER DELTA RD,8
16:07,AYE,2,CITY,ALEXANDRA RD,LOWER DELTA RD,10
16:19,AYE,2,CITY,PORTSDOWN RD,ALEXANDRA RD,3
16:19,AYE,2,CITY,ALEXANDRA RD,LOWER DELTA RD,9
16:37,CTE,1,SLE/CTE INTERCHANGE,CLEMENCEAU AVE,MOULMEIN RD,5
16:37,CTE,1,SLE/CTE INTERCHANGE,MOULMEIN RD,JALAN BAHAGIA,2
16:55,CTE,1,SLE/CTE INTERCHANGE,CLEMENCEAU AVE,MOULMEIN RD,6
17:01,CTE,1,SLE/CTE INTERCHANGE,CLEMENCEAU AVE,MOULMEIN RD,7
17:37,BKE,1,WOODLANDS CENTRE,DIARY FARM,BUKIT PANJANG RD,2
18:01,AYE,1,TUAS CHECKPOINT,TUAS WEST RD,TUAS WEST DRIVE,3
18:01,AYE,1,TUAS CHECKPOINT,TUAS WEST DRIVE,TUAS CHECKPOINT,3
18:07,AYE,1,TUAS CHECKPOINT,TUAS WEST DRIVE,TUAS CHECKPOINT,2
18:19,AYE,1,TUAS CHECKPOINT,TUAS WEST RD,TUAS WEST DRIVE,4
18:19,AYE,1,TUAS CHECKPOINT,TUAS WEST DRIVE,TUAS CHECKPOINT,6
18:31,AYE,1,TUAS CHECKPOINT,TUAS WEST RD,TUAS WEST DRIVE,6
18:31,AYE,1,TUAS CHECKPOINT,TUAS WEST DRIVE,TUAS CHECKPOINT,9
18:37,AYE,2,CITY,YUAN CHING RD,JURONG TOWN HALL RD,4
18:43,BKE,1,WOODLANDS CENTRE,WOODLANDS AVE 3,WOODLANDS CENTRE,2
18:49,AYE,1,TUAS CHECKPOINT,TUAS WEST RD,TUAS WEST DRIVE,8
18:49,BKE,1,WOODLANDS CENTRE,WOODLANDS AVE 3,WOODLANDS CENTRE,4
18:55,BKE,1,WOODLANDS CENTRE,BKE/SLE INTERCHANGE,WOODLANDS AVE 3,3
19:01,AYE,1,TUAS CHECKPOINT,TUAS WEST RD,TUAS WEST DRIVE,7
19:01,AYE,1,TUAS CHECKPOINT,TUAS WEST DRIVE,TUAS CHECKPOINT,5
19:01,BKE,1,WOODLANDS CENTRE,WOODLANDS AVE 3,WOODLANDS CENTRE,3
19:07,BKE,1,WOODLANDS CENTRE,BKE/PIE INTERCHANGE,DIARY FARM,3
19:43,BKE,1,WOODLANDS CENTRE,BKE/PIE INTERCHANGE,DIARY FARM,4
19:43,CTE,1,SLE/CTE INTERCHANGE,MOULMEIN RD,JALAN BAHAGIA,3
21:56,CTE,1,SLE/CTE INTERCHANGE,CLEMENCEAU AVE,MOULMEIN RD,8
